game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name
Lemnis Gate,126.0,78,7.4,/game/pc/lemnis-gate/critic-reviews,,,,,,,,,,,90.0,,,,,70.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,82.0,60.0,,,84.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,LemnisGate
Sherlock Holmes: Chapter One,127.0,77,7.4,/game/pc/sherlock-holmes-chapter-one/critic-reviews,,,,,,,,,,,,,85.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,83.0,80.0,,,,,,,,83.0,80.0,,,,,,,,,,80.0,,,,,,,,70.0,71.0,,,,72.0,,,75.0,,,,,,,,,,,,,,,73.0,,80.0,70.0,80.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,81.0,70.0,,,,,,,65.0,,40.0,,,,,,,85.0,,,,,,,,SherlockHolmesChapterOne
Orcs Must Die! 3,128.0,77,6.8,/game/pc/orcs-must-die!-3/critic-reviews,78.0,,,,,,,,,,,85.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,81.0,,,,,,,,,,,,,,83.0,72.0,,,,90.0,,,,,,,,,78.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,OrcsMustDie!3
Steel Assault,129.0,77,tbd,/game/pc/steel-assault/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,80.0,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,SteelAssault
Back 4 Blood,130.0,77,5.0,/game/pc/back-4-blood/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,85.0,,,,,,75.0,,,80.0,,,,,,,,,80.0,,80.0,66.0,70.0,,85.0,75.0,,,,,,,68.0,,,,,,70.0,,,,50.0,,,,,80.0,,,80.0,90.0,,,80.0,,,,80.0,,,82.0,,70.0,,,,70.0,,,,,,,,,,82.0,80.0,,,80.0,80.0,80.0,,88.0,,75.0,80.0,60.0,80.0,,,,,,,,,,,,,70.0,60.0,,,,,,85.0,,,80.0,,80.0,,,,,,,80.0,80.0,,80.0,,80.0,,,80.0,60.0,,80.0,85.0,,,,Back4Blood
Dodgeball Academia,131.0,77,8.3,/game/pc/dodgeball-academia/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,80.0,,,,,65.0,,,,,,,,,84.0,70.0,,,,,,70.0,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,,,,,,,,,,,,DodgeballAcademia
Before Your Eyes,132.0,77,8.7,/game/pc/before-your-eyes/critic-reviews,,,,,,,,,,,,85.0,,70.0,,80.0,,,,,,,,,,,,,,,,50.0,70.0,70.0,80.0,,,,,,,85.0,,,,,,,90.0,,,,100.0,,90.0,80.0,,,,,,,,,,,,,,,,,,75.0,,90.0,,,,90.0,,,,,,,,,,98.0,,,,85.0,,,,,,,,78.0,,60.0,,70.0,,,85.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,70.0,,,,,90.0,,,,,,,,74.0,,,,,,,,,,,BeforeYourEyes
Genesis Noir,133.0,77,6.4,/game/pc/genesis-noir/critic-reviews,,70.0,,,,,,,,,90.0,80.0,,,,,,,,,,,85.0,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,,55.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,80.0,,,,,,81.0,,,,,,,,,,,,,,,,68.0,,,,85.0,,,,76.0,,85.0,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,85.0,,,,,,,,,,,GenesisNoir
Olija,134.0,77,6.4,/game/pc/olija/critic-reviews,,,,,,,,80.0,,,,75.0,,82.0,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,90.0,80.0,,,,,80.0,,,70.0,,70.0,,,,,,,,,,,,,,,,80.0,60.0,,70.0,,,70.0,,,,,,,80.0,,,80.0,,,,,,,,,83.0,,,,,,,85.0,83.0,70.0,90.0,,,,,75.0,,75.0,,,,,,,,,70.0,90.0,,,,80.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,85.0,,Olija
Solasta: Crown of the Magister,135.0,77,7.5,/game/pc/solasta-crown-of-the-magister/critic-reviews,74.0,,,,,,,,,,,75.0,,79.0,,80.0,,,,75.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,60.0,,,,,,,80.0,,,,70.0,,,,,,,80.0,,,,,,70.0,,85.0,,,,,,,,,70.0,82.0,,,,,,,80.0,,,,,,77.0,95.0,,76.0,,,80.0,80.0,,,,70.0,,80.0,70.0,,80.0,,,,,,78.0,,70.0,90.0,69.0,,,80.0,,,,,,78.0,,,,,80.0,,,,,,,,,,,,,,,,75.0,,,,,,,,SolastaCrownoftheMagister
Jurassic World Evolution 2,136.0,77,6.4,/game/pc/jurassic-world-evolution-2/critic-reviews,,,,,80.0,,,,,,85.0,,,,,50.0,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,,,,,,,,90.0,,,80.0,65.0,,,,,,,,,60.0,,,80.0,,,,95.0,,,80.0,,,,,,70.0,,,75.0,,,,,,,80.0,,,,,,,,,,,,80.0,82.0,80.0,,,72.0,90.0,,70.0,,,,,,,,,,,,,,,50.0,90.0,,,,,65.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,JurassicWorldEvolution2
The Big Con,137.0,77,5.5,/game/pc/the-big-con/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,80.0,85.0,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,80.0,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,85.0,80.0,,,,,TheBigCon
Final Fantasy II Pixel Remaster,138.0,77,4.0,/game/pc/final-fantasy-ii-pixel-remaster/critic-reviews,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,80.0,80.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,70.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,75.0,,,,FinalFantasyIIPixelRemaster
Sable,139.0,76,7.5,/game/pc/sable/critic-reviews,,50.0,,,,,,,,,90.0,75.0,80.0,74.0,,90.0,,,,,,,,,,,,,90.0,,,70.0,80.0,65.0,,,,,,,,88.0,,80.0,,,,,,,,,60.0,,70.0,90.0,78.0,,,,,80.0,,,,,,,,80.0,,90.0,,90.0,60.0,80.0,80.0,,,,,,70.0,,,,,,,,,,70.0,70.0,,,,,,,,,,,,80.0,,,70.0,93.0,70.0,90.0,80.0,,,,,,,,,,,,,,,80.0,80.0,,,60.0,,75.0,,,,78.0,80.0,,,,60.0,70.0,,,,60.0,,,60.0,77.0,,,90.0,80.0,50.0,,89.0,,,,Sable
Chorus,140.0,76,7.4,/game/pc/chorus/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,90.0,90.0,,,,,,,82.0,,70.0,80.0,,,,,,,,,,,,,,85.0,,,,,,,,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,80.0,50.0,,,,,,,,,,,,,,,75.0,,70.0,,,80.0,,,,,,,,,,,,,,75.0,,,,,,,,,60.0,,,,,,,,Chorus
Persona 5 Strikers,141.0,76,6.7,/game/pc/persona-5-strikers/critic-reviews,,,,,,,,,,,,,,,,,,,70.0,,,80.0,,,,,,,,,80.0,60.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,85.0,,,,,,,,,,,,85.0,,,,,63.0,,85.0,80.0,,,,,,,,,80.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,70.0,,,,100.0,,,,,Persona5Strikers
Eldest Souls,142.0,76,6.8,/game/pc/eldest-souls/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,90.0,,,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,78.0,,,,,60.0,80.0,,,,,,,,,67.0,,,,,,,80.0,,,,,,,,,,,80.0,,,,70.0,,,,,,,,,,,,,,,,,,,,EldestSouls
Far Cry 6 - Vaas: Insanity,143.0,76,4.5,/game/pc/far-cry-6---vaas-insanity/critic-reviews,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,80.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,80.0,,,,90.0,,,,,75.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,FarCry6VaasInsanity
Room to Grow,144.0,76,tbd,/game/pc/room-to-grow/critic-reviews,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,62.0,,,,,,,,,,,,90.0,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RoomtoGrow
Curious Expedition 2,145.0,76,5.8,/game/pc/curious-expedition-2/critic-reviews,,,,,,,,,,,,75.0,,56.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,50.0,,,,,74.0,,,,,,,,70.0,,85.0,,,,78.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,75.0,,,,,80.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,CuriousExpedition2
Twelve Minutes,146.0,76,6.1,/game/pc/twelve-minutes/critic-reviews,,60.0,,,,,90.0,,80.0,,,80.0,,70.0,,80.0,,,,,,,80.0,,,,70.0,,85.0,80.0,,70.0,80.0,70.0,,,,,,,,80.0,,,,64.0,,,,,,,,,60.0,90.0,68.0,,90.0,80.0,,65.0,70.0,,,66.0,,,,90.0,,80.0,90.0,90.0,,,80.0,80.0,,,,,80.0,,60.0,,,90.0,,,,75.0,70.0,70.0,,,,,,,,,,,65.0,75.0,80.0,60.0,70.0,53.0,,85.0,,,80.0,,,,70.0,,75.0,,,,55.0,,,80.0,80.0,,,,,69.0,,,,84.0,90.0,,,,60.0,60.0,,,,90.0,,80.0,,90.0,75.0,,,70.0,,70.0,90.0,,,,TwelveMinutes
Days Gone,147.0,76,8.7,/game/pc/days-gone/critic-reviews,82.0,,,,80.0,,70.0,,,,80.0,90.0,80.0,75.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,65.0,,80.0,,,,90.0,,,80.0,90.0,,80.0,,80.0,,70.0,,,,,,,,80.0,,,,83.0,85.0,80.0,90.0,50.0,,,,40.0,,,,,,,,,70.0,,,,80.0,75.0,,,,,,,70.0,,80.0,76.0,60.0,75.0,80.0,,,80.0,63.0,80.0,,80.0,,60.0,,,,,,,,,80.0,,,,80.0,,70.0,,,,80.0,,,,88.0,,,,,70.0,,82.0,,,,,,,82.0,75.0,,,,,,88.0,,,,DaysGone
OMNO,148.0,76,7.0,/game/pc/omno/critic-reviews,,80.0,,,,,,,,,,85.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,65.0,,,,,,,,,,,,,78.0,,70.0,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,75.0,,,,,,,,,,,,,,,,,OMNO
Wraith: The Oblivion - Afterlife,149.0,76,7.8,/game/pc/wraith-the-oblivion---afterlife/critic-reviews,78.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,90.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,82.0,,,,,,,,,,,,75.0,,70.0,,78.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,40.0,,,,,,80.0,,,78.0,,,,,,,76.0,,,,WraithTheOblivionAfterlife
The Wild At Heart,150.0,76,7.5,/game/pc/the-wild-at-heart/critic-reviews,75.0,,,,,,,,,,,70.0,,74.0,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,70.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,90.0,,,,70.0,,,,,,,60.0,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,TheWildAtHeart
Legend of Keepers: Career of a Dungeon Manager,151.0,76,6.5,/game/pc/legend-of-keepers-career-of-a-dungeon-manager/critic-reviews,83.0,,,,,,,,,,,85.0,,73.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,,80.0,80.0,,,,,,,,,,,,,60.0,,,,,,,,85.0,,,,,82.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,LegendofKeepersCareerofaDungeonManager
The Sims 4: Paranormal Stuff Pack,152.0,76,tbd,/game/pc/the-sims-4-paranormal-stuff-pack/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,70.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,60.0,,,,,,,,,,,,,,,TheSims4ParanormalStuffPack
Maskmaker,153.0,76,tbd,/game/pc/maskmaker/critic-reviews,76.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,85.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,70.0,,,,,,,,,,,Maskmaker
The Outer Worlds: Murder on Eridanos,154.0,76,7.3,/game/pc/the-outer-worlds-murder-on-eridanos/critic-reviews,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,70.0,75.0,,,,,,,,,,,85.0,,,,,,,,90.0,,90.0,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,70.0,,,74.0,,,,,,,60.0,,,,,,,85.0,,,78.0,,,70.0,,,90.0,,,75.0,,,,,,,,,,70.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,70.0,,,,,,,,TheOuterWorldsMurderonEridanos
The Climb 2,155.0,75,tbd,/game/pc/the-climb-2/critic-reviews,75.0,,,,75.0,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,70.0,78.0,,,,,80.0,,,,,,,,,,,80.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,80.0,,70.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,70.0,,,,,,,,,,,TheClimb2
Scott Pilgrim vs. the World: The Game - Complete Edition,156.0,75,5.9,/game/pc/scott-pilgrim-vs-the-world-the-game---complete-edition/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,90.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,70.0,,75.0,,80.0,,,,,,,,,,70.0,,,,,,,,,90.0,,,,,,,,,,70.0,,,,,,,,,,,,,,70.0,,,,,,ScottPilgrimvs.theWorldTheGameCompleteEdition
Tormented Souls,157.0,75,7.7,/game/pc/tormented-souls/critic-reviews,,,,,,,,,,,,,,70.0,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,85.0,56.0,,,,,,70.0,,80.0,,,82.0,,,,,,,,80.0,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,72.0,,,,,,70.0,,,,,,,,,,,,79.0,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,TormentedSouls
Field of Glory II: Medieval,158.0,75,7.3,/game/pc/field-of-glory-ii-medieval/critic-reviews,65.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,73.0,85.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FieldofGloryIIMedieval
Century: Age of Ashes,159.0,75,7.4,/game/pc/century-age-of-ashes/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,,,,80.0,,,75.0,,,,,,,75.0,,,,,,85.0,60.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,CenturyAgeofAshes
The Jackbox Party Pack 8,160.0,75,tbd,/game/pc/the-jackbox-party-pack-8/critic-reviews,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,75.0,,,,,,,,,,,70.0,,,80.0,,,,,,,,,,,,70.0,80.0,,,,,,,,,,,,,,,,,,,TheJackboxPartyPack8
Evil Genius 2: World Domination,161.0,75,5.0,/game/pc/evil-genius-2-world-domination/critic-reviews,78.0,,,60.0,,,80.0,,70.0,,,80.0,75.0,79.0,,80.0,,,,80.0,,,85.0,,,,,70.0,,,,60.0,80.0,,,,,70.0,,,70.0,70.0,72.0,80.0,,58.0,80.0,,,80.0,,,70.0,80.0,80.0,70.0,,60.0,,,,,90.0,,,,,,,,,,,80.0,90.0,80.0,80.0,80.0,,80.0,,,60.0,,,85.0,,,,,,75.0,75.0,,,,,,,80.0,,,,80.0,,73.0,,72.0,,75.0,,80.0,,70.0,,,,,,,,,,,60.0,,,80.0,90.0,,,,,,,,100.0,80.0,,,,,100.0,80.0,,,,,,80.0,60.0,70.0,,,60.0,,,80.0,80.0,,,,EvilGenius2WorldDomination
After the Fall,162.0,75,6.9,/game/pc/after-the-fall/critic-reviews,,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,60.0,,80.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,65.0,80.0,,,,,,,,,,82.0,,,,,,,80.0,,,,,,,,,,,,,,70.0,,,,AftertheFall
The Medium,163.0,75,7.2,/game/pc/the-medium/critic-reviews,,60.0,,65.0,60.0,,,,,,,,45.0,,,,,85.0,80.0,,90.0,70.0,60.0,,,,,,,,,,80.0,,,,,,,90.0,,68.0,90.0,,,,,75.0,90.0,85.0,80.0,,,90.0,,90.0,84.0,85.0,,,,,,95.0,70.0,85.0,,,,50.0,,,,,,,,80.0,,80.0,,,,,,,,,,,,,70.0,,60.0,,,,,,65.0,,70.0,,80.0,90.0,,62.0,,92.0,50.0,75.0,60.0,60.0,,,91.0,,,,,,,,69.0,,,,60.0,,,,,80.0,,,90.0,88.0,60.0,,,,,80.0,,,,,,,,,90.0,,,,,,80.0,,,,TheMedium
The Elder Scrolls Online: Blackwood,164.0,75,4.5,/game/pc/the-elder-scrolls-online-blackwood/critic-reviews,,,,,,,,,,,,,70.0,,,60.0,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,83.0,,,85.0,60.0,,,,,,,70.0,70.0,,,,,,,,,,70.0,,,,,,,75.0,,,,,,75.0,,,,,90.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,80.0,,,,,,70.0,,,,,,,,,80.0,,,,,,,70.0,,,TheElderScrollsOnlineBlackwood
Total War: Rome Remastered,165.0,75,5.1,/game/pc/total-war-rome-remastered/critic-reviews,,,,,,,,,,,,80.0,80.0,,,,,,,70.0,,,,,,,,70.0,,,,,70.0,85.0,,,,,,,,,,,,,,,,,,,,,,60.0,76.0,,,,,75.0,90.0,,,,60.0,,,,,85.0,,,,,,,,,,,70.0,,,80.0,,,,,,,70.0,,,,,,,80.0,,,,,,80.0,,,,,80.0,,80.0,,,,,,,,,,,,70.0,,,60.0,,,,,,70.0,,,,82.0,,,,,,80.0,,,,,,,,85.0,,,80.0,,,,,,,,TotalWarRomeRemastered
Chernobylite,166.0,75,8.0,/game/pc/chernobylite/critic-reviews,,,,,,,,85.0,80.0,,70.0,75.0,,70.0,,60.0,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,80.0,,,,,,,,,80.0,65.0,70.0,80.0,60.0,,,,80.0,80.0,80.0,80.0,70.0,,,,,,70.0,,,,,,70.0,75.0,,75.0,,80.0,,,,75.0,,,,60.0,,,,,,,70.0,,,,,,,,,78.0,80.0,,,80.0,60.0,79.0,80.0,78.0,60.0,75.0,,,,,,,,,88.0,,60.0,87.0,60.0,,,80.0,,,,,75.0,74.0,,,,78.0,60.0,,,,90.0,,,,,70.0,,,,77.0,,,,,85.0,80.0,,,,,Chernobylite
In Sound Mind,167.0,75,8.0,/game/pc/in-sound-mind/critic-reviews,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,80.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,66.0,75.0,,60.0,90.0,,,,,,,,,,,,,,,65.0,80.0,,,,,,70.0,,,,75.0,75.0,,,,,80.0,,,,,,,,80.0,,,75.0,,,,,,,,InSoundMind
Black Book,168.0,75,8.7,/game/pc/black-book/critic-reviews,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,75.0,80.0,,80.0,80.0,,,76.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,88.0,,70.0,,68.0,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,BlackBook
"Warhammer 40,000: Battlesector",169.0,74,7.6,/game/pc/warhammer-40000-battlesector/critic-reviews,,,,,,,,,,,,75.0,,82.0,,80.0,,,,60.0,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,,,,,,75.0,,,,,,,,61.0,80.0,,,,,,,,,60.0,,,,,,,,,,,,,,,80.0,80.0,,,74.0,,,,96.0,,,,,,,,,,,,,,,,68.0,,,,74.0,,80.0,70.0,,,,,,,,,,,,74.0,,,,,,,,85.0,70.0,,,,72.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,"Warhammer40,000Battlesector"
Severed Steel,170.0,74,6.3,/game/pc/severed-steel/critic-reviews,,,,,,,,,,,,75.0,,,,,,,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,78.0,70.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,80.0,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,,,,80.0,,SeveredSteel
Strangeland,171.0,74,7.9,/game/pc/strangeland/critic-reviews,,80.0,,,,,,,,,,80.0,,,,,,,80.0,,,,,,83.0,,,,,,,60.0,,,,,,,,,,,,,,,,,85.0,,70.0,80.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,78.0,,,,,,,,69.0,,,,,,,,,,,,,,84.0,,,,,,90.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,Strangeland
